Pose,nose_x,nose_y,leftEye_x,leftEye_y,rightEye_x,rightEye_y,leftEar_x,leftEar_y,rightEar_x,rightEar_y,leftShoulder_x,leftShoulder_y,rightShoulder_x,rightShoulder_y,leftElbow_x,leftElbow_y,rightElbow_x,rightElbow_y,leftWrist_x,leftWrist_y,rightWrist_x,rightWrist_y,leftHip_x,leftHip_y,rightHip_x,rightHip_y,leftKnee_x,leftKnee_y,rightKnee_x,rightKnee_y,leftAnkle_x,leftAnkle_y,rightAnkle_x,rightAnkle_y
Tree,247.7902297657061,86.14849549606134,250.29954079275802,81.99171010884012,242.0996669911745,82.75015423406705,261.02906539727053,86.92708945373283,235.9630537230939,87.3081397218823,260.87209297908294,120.4860101596943,226.81558379493808,123.24610983187729,265.0429025230566,168.08850933407354,215.87829273271362,170.63610979135598,263.9917713972543,180.13628884469819,229.8244143917353,182.7019655852892,259.8565762468394,212.61900589179203,237.2144327124125,215.93991354787997,261.51281966213367,306.93804475776386,238.64632127690612,311.99867596764784,237.37609040193044,389.6822790881905,238.0224520734732,400.322277021606
Tree,245.99713210742996,139.2008199731344,261.3025206253242,125.23033806891857,242.3982422381516,127.31019490981994,282.79604456731397,142.0938325620786,220.70037082023148,140.78099104378728,282.3384075243938,162.27769653826832,215.95216489926412,162.85487131459092,312.3300639425571,121.27953050542177,189.22856437714765,104.71753955382036,273.34702361174146,64.36221332470906,234.72153596363626,62.992887378233604,259.0424470387059,277.9978202091708,209.00235631159237,279.79762920205525,210.23956868658425,379.1444390641209,206.75690836926225,380.2417422725947,232.2657098413998,460.20137422806994,227.15208441390044,459.25412633112364
Tree,248.73353633643188,122.93591637829034,253.29839935935883,112.18472239387482,236.81811574089085,116.70335001965285,271.38313515057706,120.36358370325873,222.6801037293747,121.0283857163552,276.25588064866446,154.48363687982206,213.20317691787156,156.16580757362715,317.7428502759498,107.62509864395584,188.6640524963126,95.93355804063472,318.45820889928035,48.53575457181179,199.4237939351822,278.7326163770747,270.9692167543277,273.5118628537507,221.11055366231201,266.91430436130383,261.16620455540067,350.3806719641468,238.28381423633624,355.08436780747536,238.1460102761929,434.57724543527945,237.01575188221284,434.4793929103994
Tree,244.86850406124387,132.0924561053391,256.64510766500257,126.58605931705459,240.38012492706173,124.16453381297006,261.01402820887904,131.84662181806763,234.89826249878442,130.07425965115243,265.2596912938035,175.8102638592859,228.5509228211716,175.8945037715168,260.62866464195406,233.8987168434745,213.35657206808384,228.78392009814246,277.22003351108657,292.97166246596214,227.68270722068692,293.84413596505453,261.9217995291429,278.37672569939707,229.0730773166008,282.9523046976303,271.9369468847251,354.9091449911664,241.1662533075483,354.25716415975114,271.3683195628566,369.63431963782097,242.7991336806681,398.85822470257386
Tree,256.7319909566666,151.43906526051126,266.8173065818692,141.70071297166754,250.77219919545033,141.3002647304931,281.04761527287025,155.5807343162442,241.20710697411502,156.15749754846345,291.2918660650609,176.6428492375924,231.60810985011184,169.6223816931001,291.5443958583215,142.62516765673627,211.7522465242885,146.58172100906054,273.33834952833246,70.69177746278122,250.40546591351142,68.5165690188586,279.97111087023467,270.64226079283907,239.2630359443886,269.1141658798788,285.1210788077834,334.6291063237487,242.88661845986772,336.83276671097,260.0513315794379,432.9261621498963,249.26270291023727,409.508068037231
Tree,277.95847026144315,47.071266965747384,295.1474328258721,36.59655543283803,263.45861601137034,37.54906238856653,318.0538509891241,51.102867759609616,244.7848181506905,52.872036502569046,325.44724080572485,114.62143545823473,227.48138301105428,119.38060269810848,399.3499565915943,152.5568665310555,165.83329513359863,154.74165920400029,324.5649535626297,117.27960673605259,254.04266104163966,129.20138252226644,309.19181855387717,246.89230384668372,226.42596232940548,240.06257116547263,298.96611890357565,338.7628768984213,98.05367497487684,304.17408290245726,265.83463423479645,465.910630602065,267.28532719908907,467.9677179740177
Tree,251.2484190374984,128.0750971117455,256.682906408033,118.36937552171129,247.1454034702412,122.18038471902555,265.0195236522627,123.62940776397579,234.39578297721897,128.7371607736928,275.1159984541137,162.72189508335225,225.54408663041372,161.73268551648403,305.01265149888167,200.49019967866641,200.31760441317104,201.5541678147692,286.8427577355096,197.05382224435132,223.80162472546849,190.93891001341254,265.3799254864578,246.0152875338353,235.3070840796,238.79998551364758,256.4434510543634,319.2094035168407,244.450644338774,324.62269636605293,250.24353913746438,390.9725964811333,247.3091980233727,397.10881403372986
Tree,234.04744255097577,56.13127190047775,242.63983445543477,41.07757821617285,219.41258600638614,42.93353132192525,265.89079417628375,53.87073136958839,204.19541038418214,61.195626793066005,285.01106990323524,114.47558264514718,175.38466394194924,110.7381448706156,360.18390576374486,167.47059169151973,118.75181870836441,165.6539727048755,262.88424290067434,142.80094447472285,223.97121255328548,144.37965931239466,265.20601644555563,241.34793420055598,184.69733717035956,234.0350012561593,86.96806183494472,285.235867955378,77.1251456866126,288.68109358791503,219.4929320782547,430.88503002625777,229.478226657725,429.2431273401032
Tree,215.5710908881856,50.95206850297224,226.634013702266,42.07245442877172,212.01473251912608,44.98729468381257,242.48238717866641,51.17683885503112,201.92210407177942,51.62170220212818,245.7492084424031,111.580741850667,190.0993600425879,109.42048353772935,260.9350908841335,176.7451337758931,187.16155246085648,178.91047307564514,236.2190341553748,141.8586192783973,196.4019047274135,123.25405579879572,241.29804239233502,225.33272707610703,208.48912915748187,222.95876657319764,239.0443952251767,344.559000735461,185.97940785261608,347.81472613702675,221.94679545169055,453.5464211618258,218.34570540432117,458.2676234581659
Tree,316.3134309760763,143.70406218089502,323.34459866725564,136.88708736688764,205.54954877038224,156.3095630946496,243.81575841626687,149.9039899264134,293.807476882618,136.31765278543182,338.5054085759207,172.6854411398227,201.30159053565063,178.95197571560556,358.98691391054535,206.51946325025125,178.59331502953998,214.1083365159411,333.1501434452801,219.8215342161566,257.5399628318692,73.96537337560378,330.42474010673305,252.81966276683255,285.4495859739692,260.1903068574138,298.435005409589,311.08409834105936,205.7116971471003,307.54022875267435,307.1831984144029,384.2923492811528,214.74578667478443,387.3336602048756
Tree,201.23414478856012,122.47314294838809,218.67063530253182,108.68825952047136,209.74919805882882,116.10459292083358,246.77635920987584,127.7194201204292,185.2827586573684,135.6487669885406,252.76025795837657,164.73447237766632,180.92211648141696,164.81211175562436,285.41286357705525,105.62000828659882,130.49171574382862,110.59739678727146,230.48929554792858,60.17540500371784,206.36711278891661,61.5421508852377,246.0721439345744,277.3165880891792,185.35772299865468,281.99847209503054,251.97636141321968,386.9583319826245,181.15927668527942,402.68321057078265,253.8270435887254,449.3997977482333,167.372533394588,449.8871609383104
Tree,252.39882726392312,166.03349551125686,266.4875331261346,148.5274857010584,235.5741762026712,147.2762491693141,291.3061751369619,155.2011640240048,227.61863296951992,155.09394095646397,302.4120726526031,180.77975387889816,221.9220394910124,183.47976811199268,306.7172988321772,123.23365270844141,209.7840526786583,107.75200459967016,285.3953571240437,63.6064838077023,250.3045901223337,66.5883820086594,273.8227052807313,306.6476845642344,211.49678843644645,300.63569001637063,254.57089372690294,375.9655141236872,197.28822826844532,354.9677741972737,248.5518079575661,445.4128534467389,236.16467867649445,441.7039230156736
Tree,227.30475144762227,141.10066584037054,236.38092927418307,132.70611584928525,233.80148163474945,134.04127572087333,248.84916440085257,142.58529536456984,224.54701023972385,144.32802635604418,240.06043430185917,177.36898715070672,221.4104585133153,181.1439229245008,260.6549718073295,149.3233961683091,203.06067249092322,149.4802577861612,238.5738262002399,300.82373401436075,218.69081679221503,99.34091370135421,240.553685738338,284.7531900366312,225.20505343235385,287.3554150593232,233.61356426571416,367.1214630000325,234.1599365487633,367.7548610323198,241.8566660267684,457.6152943971248,247.48657353191456,454.4468796599456
Tree,356.5472804659136,186.30275488889072,360.93421397862096,180.62314551895585,351.3719550801511,181.33043154641308,365.9046220581562,187.7090010900221,343.41541464398017,186.8964864010633,373.60242788227765,209.07402830005188,340.63499102453966,216.5301627637935,379.60967384433366,248.71816674703388,332.24762722664354,248.94983441997863,414.20802832639066,307.91625343417735,352.86418234164285,300.19790206212724,371.51919163114303,289.061486968361,347.43863814104645,290.33186030091093,366.1986228341384,360.62324492268544,362.35910629335785,360.9479215629863,362.288922195118,436.1602340001783,355.6697101513875,421.9057708360348
Tree,221.16524154219886,143.13348793884532,219.83337402343759,146.14743117969562,226.39307045837657,149.09418193136509,229.02028887103702,152.31320076463632,217.4304471471003,164.34329970743647,182.06109644466414,174.20123721554074,250.82349975079427,166.24061299557508,152.07233666384369,140.14194219438863,283.8505788462785,130.45553151997294,214.5398563369181,71.52712493516599,215.04828741936268,69.05539896478297,200.7827600502869,288.2233615732787,252.93187184947163,290.5116417595955,218.64548362636964,370.3584473162766,229.89670369634987,366.8876426348548,236.86685205989852,458.2207074303845,232.4878170282514,455.44136015706044
Tree,274.0431029766922,26.138883408669123,278.51601754976014,20.891933520305212,268.0011290237617,11.724297931085484,295.8281267728054,1.9125535280378037,251.99834736551,2.40226157967975,329.77440545173107,52.510700779831765,221.19139042138062,39.525708716934645,386.0434377836489,154.56819336444016,167.19287856485838,142.0391446821917,302.0786269571772,122.43849410061026,248.7638164852665,130.3538088976595,288.6155314465282,239.53365784957694,218.50943664297526,229.1022969479383,277.0694716837397,377.71786891573197,94.56477818152716,285.38000336326513,244.2087197204844,515.96328925295,246.44501872082475,515.043931383315
Tree,194.06058283762317,93.36400328830072,199.73762797122185,84.06239426482269,187.96072362369526,85.02940419303927,209.0262258695864,91.30684468756078,177.01502756459092,94.58258537830656,211.28558716833342,136.08718808755836,178.25882464523633,137.03559147371791,213.26052400581082,193.64007973572032,177.12392846578385,190.70773302766796,190.4354966033049,186.06269804768544,186.66641741867386,184.2753145209981,194.9925244596489,229.2706184862066,190.62726032684452,228.5928686624741,173.53293707756583,285.35167013461165,192.4992794812468,286.5740827505025,179.62993131138973,293.88573357673107,189.18239229447616,294.81582325029177
Tree,247.9823733761103,51.04947782651024,264.0790662330216,39.53216283647846,234.50387661882456,41.99770773100161,278.76269075385767,49.656341679363344,214.97683703157418,53.36639198524824,305.10224148445604,111.84740660101549,198.2935197125827,111.49127849404744,337.3558709235607,191.9185274369489,169.46523516009952,183.18717608313344,275.81521188569764,148.22691604804203,228.9313162016176,131.31811213196562,277.02467669095245,248.409429526428,211.35296960094658,246.50200175051867,246.56194473203288,357.98483567613783,249.63002185109247,357.3633091083701,229.4117781136541,467.40789136451315,226.73715298601206,473.48747411704164
Tree,283.44732893947753,52.81554020292037,281.7629105817233,43.332143443254026,278.99606791769315,49.463731124687996,290.18861129570803,50.5451107420862,265.3995213172248,49.47601809046576,285.618857229399,96.84811192429413,260.2570719738719,98.20172005174568,295.5656566065872,141.12721043503632,248.4457245506192,148.86063065271657,304.1549302730324,165.93038788474942,275.21869453651783,166.4191914791883,284.04805670140695,199.87804365355944,259.8726739527279,206.17914793402332,309.5247577334836,281.50145344714406,274.9799039848613,304.8535105598418,285.6597583818238,444.72269398542863,284.2967243115437,443.492715289484
Tree,184.87922383541888,214.13234853150936,194.12375485748672,204.68931079405476,177.8171903364886,206.7093750253258,199.42542428297625,210.1611537062776,164.6234979273373,210.34562043629245,212.91170872098684,230.46365318456628,159.308627433302,237.76810198898636,226.1418860977616,233.80553376130544,143.82909244521525,228.41315051826697,214.83306568193242,236.22383022704068,176.4439468067217,135.00101239849425,209.23111151857498,308.44382131742736,169.178531377642,312.69519853394064,189.39261218818885,381.4255330572485,170.87645154770976,378.68259160845116,194.2523465611628,455.5498811713888,191.37647636698486,454.7819082173075
Tree,175.6924356167742,60.97763109009296,182.43575986490208,53.17778211411599,167.0064332574235,51.89214999250357,199.29927018668153,57.94061367937143,159.06644955710257,58.87781040302451,211.76948389077089,109.60995211146185,143.79844823813542,106.77796676445801,238.4090027868501,170.9586970539014,108.09698935860916,173.69745974718785,214.2938954206918,156.01130442005967,154.97973746778558,156.12807214507424,191.5701395248477,214.99730343640599,354.37663857867614,217.02070750636184,325.2096532291397,302.6427906083863,161.81652971323098,278.04264685919674,324.2745300546227,355.17091869813277,333.01433389117614,355.6845890535853
Tree,239.94200457181182,41.43820165103897,252.1185973867836,40.850864901087604,231.5385588966465,40.09993145574673,269.582376440531,41.63023841826253,220.65296410525002,36.439852101179575,290.1360919366734,95.4316958352243,203.50154702594173,92.78249147027358,312.1266345265496,171.5903539380592,166.58479049492675,172.3477850316471,274.0610842882845,140.76821734796422,228.18227427629026,139.28290719313247,281.0196935883202,230.476015336286,226.716100922264,239.215360142878,249.5525249307087,352.3192346343361,247.32504247135148,351.904841379506,253.8824595851028,458.0743560157872,260.5278363366345,456.567977968588
Tree,243.05182176012227,78.65144405127563,245.1116633118436,74.30456485985721,233.91668232644744,73.66977390906624,256.24644805781577,79.31115716324804,224.1500126375697,78.93416693596427,265.03634947464184,128.11719332493195,217.94126835106812,127.3047023789022,275.7769382840865,175.36383347887227,211.53207042899865,180.98245517841514,259.77505885713833,198.33495903806568,216.60235709669186,191.6003880164436,256.1171124090298,225.5334497982041,221.91287472040332,230.72966896152099,270.7296664289419,288.4062137841189,233.33433159159432,290.01978324162025,261.73988120684487,308.85530210629537,239.11511749647468,316.6654911278689
