Pose,nose_x,nose_y,leftEye_x,leftEye_y,rightEye_x,rightEye_y,leftEar_x,leftEar_y,rightEar_x,rightEar_y,leftShoulder_x,leftShoulder_y,rightShoulder_x,rightShoulder_y,leftElbow_x,leftElbow_y,rightElbow_x,rightElbow_y,leftWrist_x,leftWrist_y,rightWrist_x,rightWrist_y,leftHip_x,leftHip_y,rightHip_x,rightHip_y,leftKnee_x,leftKnee_y,rightKnee_x,rightKnee_y,leftAnkle_x,leftAnkle_y,rightAnkle_x,rightAnkle_y
DownwardDog,103.07212394753886,149.85708302464982,114.11917098445595,131.93078139732626,96.55063609385121,146.49760279162174,89.04094794871277,139.45830246497846,90.97896437570836,147.70830877896014,222.48769177056343,66.08977613777951,256.40527596745466,57.94097505766771,135.84585239232513,169.86836400525326,241.40346704987044,58.296104957317496,108.66376649530442,238.6820352488551,114.09964289689928,234.11246464170262,219.42698424344238,65.74891189049029,220.91511938856053,65.3921758717504,260.53851033739465,42.83836101663524,263.8166358433856,61.90184626086004,327.91871382164834,229.4262590079472,327.9437919972474,227.76015709186424
DownwardDog,248.64470328691704,76.40470307448815,172.95197007569627,83.86010268638873,290.4047041977008,103.30534310176456,232.6261055901878,29.120438674400603,250.17557885362686,77.53070699757544,205.51798924263275,78.8542280525997,259.3375724832011,84.19310208024649,228.8183024510201,70.22328343884699,235.79792556367386,67.62033659836342,298.0791635463892,158.70254516601562,214.6088120850874,82.74708188813308,199.55202409022831,118.52800566574624,211.06739735973932,97.44927504966999,212.8440263975469,85.5065286570582,222.93097145199158,75.35658211543642,111.91836342292746,176.4228136786099,109.8332933811326,176.49286730536102
DownwardDog,151.85199006233807,78.48430765086208,183.03839332699158,72.56184018891433,170.4661789335735,77.30701051909348,212.09889150036432,188.04836930899785,164.3355927936771,62.936636826087685,165.34358998036754,67.26023443813982,175.55244722514567,65.1909532218144,128.50190790206042,137.00629924905712,124.73811806792419,135.21323894632278,287.94897207942034,237.2295826879041,97.2297787048656,226.58540923019936,173.23855069017162,128.52247040847254,196.87129994130504,126.4379646038187,165.96085148154145,46.55986917429957,137.61473344397666,129.42159718480605,88.60667332466402,229.2569338042161,91.48225932541288,236.32404722016437
DownwardDog,279.48706434180696,177.56603898673222,12.399203048468868,225.8529400003368,192.05730220814442,167.54628674737341,152.14839006335006,134.62736458613958,176.63376566041939,103.84829817147093,135.8515289781007,95.17822265625,162.26458771858807,94.82189310008086,134.0028120446081,93.21047815783272,206.64484686184426,166.00510695884967,286.34169188188145,212.93636453562766,208.5331101491661,149.1015677616514,156.57890991843425,117.2619576289736,199.68163683006802,149.09504857556576,141.50809648741094,88.57491854963631,188.2263657960249,139.74980321423763,28.251810024439358,215.6536970467403,204.77021370527044,179.9931808997845
DownwardDog,225.2815365173656,135.21254440833783,230.38747520644432,116.48081549282732,225.42762558694943,118.8151339826913,189.23724080614474,164.39584666285026,174.96728452376132,171.67918238146552,202.7209504280683,114.81914125639818,254.15167141454828,87.4853620858028,218.45823297846505,67.30820491396148,223.82970622166448,69.46602393840921,62.046726997652186,235.96792286839982,53.79298313911713,234.1341847386853,194.40013509957902,123.96943454084726,196.6231904499271,119.793753788389,230.2477426479517,68.11499760068696,234.61727478343585,68.85951075060615,373.29190110913214,237.76150407462285,369.92355109496435,235.22418318123653
DownwardDog,280.04669031330957,175.86817774279362,286.5325769612208,167.09860966123384,292.4734481258096,183.32855750774516,282.02261652971174,172.87793915847251,285.7968028962921,174.93953310210134,264.60485903092615,179.48119591022362,275.9981936123704,177.0311500286234,162.75582585310067,130.0755757298963,181.65620003339538,125.12586396316004,294.10394065738336,242.40076525457974,308.98307839823514,258.07674013335134,221.94077882124353,166.61628460061962,235.07997186690412,164.6104746851428,173.5195021555214,128.13640989106278,173.47767884249512,129.17764071760507,289.8937166045984,243.28685365874196,99.79341338953205,229.236981622104
DownwardDog,303.4766320737532,108.92208757071658,307.53781017244165,103.34145907698007,300.0232123340349,103.20227524329876,305.50518134715026,111.02794252592942,292.9229894450292,108.83283154717807,300.96511445514886,134.0277415308459,284.36589216321244,130.68098397090515,316.9853566224093,147.0020425730738,244.33272762002102,161.54266883587016,307.50160019632443,135.09685647898706,283.02685040884063,227.69046651905984,289.0165180739961,170.8005918305496,276.28316138074797,162.0849135826374,148.43577646838568,42.195049154347394,271.84135160297933,194.1581094676051,68.93830768802623,232.95410156250003,76.75619174779388,238.66648706896552
DownwardDog,250.92914166228138,76.64989076811692,248.41185258460166,77.65848620184538,245.2954702426732,82.21222449993265,204.05777847210976,75.58619795174435,247.4457261475874,76.48865535341459,219.60890379594397,101.5227403311894,250.70527229902044,91.97351389917836,219.883514562419,82.86758422851562,222.44906252529952,80.2293974777748,131.89129607047443,183.59690172918914,119.30219422967942,181.04155441810346,224.20206811143944,111.23238925276131,255.6334500485751,114.70336650979931,221.2203109820272,80.391793086611,227.77213457334844,80.7666462865369,312.564418970612,176.7661837873788,309.975105246114,175.50805979761589
DownwardDog,167.73213599012306,200.11918692753238,161.61563853525743,192.8544774548761,145.75310741681508,193.56658409381737,189.1589703337516,141.42815425478182,153.5460002681752,187.39706631364498,208.80280331626454,107.27212577030579,254.20320342859452,91.71966815816944,230.4714064523964,111.12524887611127,225.5702834055214,100.33410170982624,294.5305226380343,178.75614560883622,299.36001634350714,179.5806884765625,173.43296189382286,145.93747369174298,190.02748795741581,137.5293810614224,147.4656179161269,188.78814697265625,146.6915150380505,189.42898454337285,87.42433063724499,230.7941199993265,105.23472128754452,219.4103898673222
DownwardDog,122.5895698824077,30.432270970837827,58.820762041319206,30.70184839182887,250.0177887437257,204.94248488853717,222.80880626619168,155.25954674030174,23.91658446949381,234.99571175410833,128.42212736297765,19.21642171925512,146.62573621680696,45.505011986041886,189.65406664912564,137.81916125067352,220.62143908881148,154.38202956627154,31.786202149069986,241.74859408674567,25.475694725550515,248.20350383890087,206.06080682784162,139.17433113887392,211.43805153011655,140.52528644430228,134.65775405804726,24.300147747171334,130.51742000283355,26.565931912126214,303.06390159488336,242.80238184435612,303.2309102270887,244.6524731866245
