Pose,nose_x,nose_y,leftEye_x,leftEye_y,rightEye_x,rightEye_y,leftEar_x,leftEar_y,rightEar_x,rightEar_y,leftShoulder_x,leftShoulder_y,rightShoulder_x,rightShoulder_y,leftElbow_x,leftElbow_y,rightElbow_x,rightElbow_y,leftWrist_x,leftWrist_y,rightWrist_x,rightWrist_y,leftHip_x,leftHip_y,rightHip_x,rightHip_y,leftKnee_x,leftKnee_y,rightKnee_x,rightKnee_y,leftAnkle_x,leftAnkle_y,rightAnkle_x,rightAnkle_y
SeatedForwardBend,413.5243269417791,165.24459712238234,409.48774408997343,150.565230500154,418.5766006406412,152.3911092291235,398.2185268797816,148.44671225646718,411.73347694745206,147.43314244440484,365.87230001742415,177.78637201459577,377.2727364821058,183.02676885454486,267.15882487316844,226.4325786922977,372.09449863038134,273.5856875344431,385.53685864966934,360.50598651047073,378.0437485311042,358.60851493613853,312.5761040018802,266.00665966999486,355.33816389028465,309.1885895155278,376.7903434785076,296.5786565883526,366.3751752544737,290.0067721165068,376.22146289872927,363.7731718324527,380.0439795023178,358.6621422985283
SeatedForwardBend,76.99176582558026,322.7566920870073,70.89788191546049,309.2615911080136,71.47509626333152,313.6076867827736,83.62629205854108,304.1639525860672,86.39508955706205,312.62909821949563,105.01526796966174,310.8979537773924,104.70634871993325,317.8339914662215,113.7520247969885,368.95609495550764,251.96206816993808,337.9651461399443,113.04568057238316,302.02458805068403,113.8541431347859,299.85255324494295,85.15920678609635,315.56920095103413,121.0556663418212,318.7661705175376,121.42237588083105,355.8489850942525,127.92046732922314,312.9423465966189,100.27245960789598,418.92907233653733,102.74437552171129,419.71651449243075
SeatedForwardBend,441.86414030082983,184.20191721302842,446.53380461253573,162.76559790140368,446.5987019519094,157.00637057609086,440.3245538102145,138.43612354326052,426.4164208376557,127.83164503168764,380.119861903527,182.43338557199817,370.2109245838466,139.0119845441763,353.9289102514751,308.92507466043185,348.02964713068917,313.19364175756937,367.08942587444886,425.5208058970598,358.42322511791684,424.53680394596086,348.6933727976692,262.5116213723337,321.2416399563991,254.61991496105912,378.43417725622413,327.7977907806017,362.54116707323004,313.4441771447906,366.18912566252266,424.21586285982886,32.18074260410926,358.0036400759369
SeatedForwardBend,85.96910975286079,226.32370944834355,82.89774028097446,220.23056156902396,79.18723490228298,211.47780992183448,99.0421089393964,195.56442830572487,89.67897407246824,207.13972352847026,141.74517556344819,215.87650409872603,144.55700316369786,222.9659211091481,142.26050792393352,318.45238396735607,139.15148216659105,311.3835441621013,138.24317267326893,381.48549186738205,134.16825290537474,365.0628244233823,249.07730229168016,269.52795764717325,243.76149790910276,270.55922385567953,139.18480141034266,313.5998357875713,285.2227618585484,299.51562525325795,400.37264368840766,396.5129931438019,141.86358946487618,372.3199298272984
SeatedForwardBend,467.23640410237294,191.02891154309032,495.36569682394327,168.94760764980714,486.20912543965585,165.82819831816488,483.2856744156834,157.4527218134077,491.51706299841163,152.1506725010536,413.8802492766954,143.94445142310687,413.06042176559265,135.69435341229578,297.76643618508496,196.88323721351463,404.1707842181828,296.6544123606069,50.20677796043302,445.94570808885504,48.23493957519532,436.88841380519,358.92549886743063,222.14601445494847,438.0759718012514,252.5762344297037,410.54363963020296,322.79062864691394,424.2404288770748,308.0863794350525,415.63751094074166,443.64144099698524,412.72862224657996,443.45016796064584
SeatedForwardBend,458.33109622179717,319.3431236931892,461.98133413227765,306.461571657806,460.343040371337,307.7781012444081,457.3035339102211,287.8885862738265,433.7187011212234,291.29097966237686,445.61200913551943,313.159230339082,394.47110124643416,299.3637021646461,482.8869514940191,378.7907643931536,397.5980766581302,396.9672112049403,486.65789845573465,393.5226503744165,463.5243712619133,398.647640750616,485.890305388518,452.1460315498574,434.36495199243075,450.0059388979837,504.07248216051283,504.01983617252336,488.4329514879409,506.05656793998,142.2143833271201,322.2654667138065,139.51596778458085,327.8761741036696
SeatedForwardBend,329.93155198473164,260.8378873326472,324.7053850735866,240.21452591132328,336.94021137918185,238.95542255575728,313.841317204519,190.58211710443143,322.7205078631516,192.14443349244686,252.5905276729853,224.16959263971734,233.9102242497488,173.48157320774445,300.3473875433578,350.3590184128632,323.5292236834641,421.03848912409234,432.4662457857884,343.30904632188475,431.6268541011572,391.96245502139533,71.62786618307913,318.5410875502464,102.48977217931473,327.22574447695155,324.55748245429197,408.5875705070021,328.7495023482074,411.89568863864764,327.5377582217648,400.9171165371337,334.03584967015695,403.804541623444
SeatedForwardBend,246.16421901338825,61.092511252248926,254.8113621122115,54.0186854318959,235.4832724416899,51.170974351558456,272.24392712858213,59.14801284979983,225.53818255539258,57.53229070006565,291.3363761426997,123.15951145536178,209.7587902021606,118.47784113587187,301.61614635673305,189.06250633144776,192.06009860849971,185.1464425874449,321.2770010920481,267.9308499538057,172.3449042229237,256.38592985161114,272.1812774531574,252.84302580900712,212.65693126377724,255.41940269628503,259.7859964331156,359.6145819826245,227.64818500186402,361.8940931138162,247.58572400358207,459.669057759012,234.4762081921843,463.1360635717875
SeatedForwardBend,32.20450531892262,240.11999739650872,25.875714804621648,234.97541118954229,34.918911724169725,236.7793514520796,32.31658975118424,231.45761133724233,41.9521490073303,234.99970812025902,96.65582585631564,234.47422961476437,93.26736165280165,317.07845980695674,102.4457923604245,314.13477980744295,103.99835040460484,327.31707561065554,105.259376937423,441.44180107908136,110.87905124015334,433.76340114229447,181.4325103126621,249.32919894016632,179.3991816983678,252.26072256001203,121.28179399799015,201.48053307750908,132.55974860606847,206.56484390195482,99.84333782275189,449.3585800234213,107.31805508562144,458.77182829924146
SeatedForwardBend,416.8986403595857,184.1807701775642,389.6722437435166,151.82553683079132,414.3392792381192,168.91419343433938,412.1345108475428,85.41290789718946,375.78430808926026,127.64639478501444,383.3149320357074,105.22767221284607,346.3863198687922,116.16300844057965,376.49437995372483,167.5329722804153,325.33875144863526,178.88041452748158,389.8508538843686,283.02410331504484,221.51869461249515,255.3400379988168,382.3641701852633,168.18254716168798,317.9104120404889,154.81347365003404,391.01106002617684,273.2423964377756,326.99489989221354,276.1435924229286,361.7743337797427,401.73260700653213,332.23116546250975,408.4184575377658
