Pose,nose_x,nose_y,leftEye_x,leftEye_y,rightEye_x,rightEye_y,leftEar_x,leftEar_y,rightEar_x,rightEar_y,leftShoulder_x,leftShoulder_y,rightShoulder_x,rightShoulder_y,leftElbow_x,leftElbow_y,rightElbow_x,rightElbow_y,leftWrist_x,leftWrist_y,rightWrist_x,rightWrist_y,leftHip_x,leftHip_y,rightHip_x,rightHip_y,leftKnee_x,leftKnee_y,rightKnee_x,rightKnee_y,leftAnkle_x,leftAnkle_y,rightAnkle_x,rightAnkle_y
Warrior1,257.2105534343799,160.59217017715898,245.10506277757068,152.43891165958897,241.993251183221,151.44995535063052,244.01849137302258,241.715553885179,250.47333903332475,162.7612925169379,240.27586181134114,176.79451906829456,237.07713526808868,313.73520214033334,249.64363446374162,165.3331582476984,258.5656257091222,142.58860354601597,275.38609801486325,67.88565607981069,277.57377149653144,68.29396323049713,245.82618301834805,286.97293230112166,244.26529120607498,284.8998580236158,181.97099994327027,331.02942502350237,185.95447777712496,333.5269279005122,172.8463073983727,428.4337783750162,171.89242730991475,429.92917136038
Warrior1,257.44035333024016,23.675629706798247,255.25445265394032,19.81332588987232,249.97002059493323,19.299703020277857,260.3445567530715,25.32260942261249,238.522573130754,23.474440040430093,271.00299502804074,56.634095694514244,226.72463254809875,57.05158344442914,302.37563517083765,63.80611831221838,187.8115863720906,57.179945633124525,357.8807150179914,210.99788618285632,156.9399853464974,54.653555525783695,259.50624141455694,127.10139167753988,236.88432685567142,129.48240383037395,286.4022789159751,166.4525423801786,190.6712322314251,166.95840922628696,353.99535879554594,200.29001512962756,181.0240053042337,227.65192055603282
Warrior1,220.73180645827927,142.28352273648213,225.66734408936563,131.938190381062,211.70389009214537,135.55726174002368,229.4888318326958,134.148799532182,204.6235903664744,141.83237542749936,234.17916832128503,162.61278841010764,199.43188235967492,172.7169717495867,264.5119314866442,109.35674960187859,193.50474504019715,225.34700449076928,269.3631500624028,54.764237146654565,202.16803333076697,228.4404707152814,239.82770611141729,254.92833560927775,209.89228877783813,261.1708898267311,294.0638055445248,326.51671730136485,178.6240700369554,335.76743731360216,280.675009573149,414.97815397270483,138.1900359980793,416.28217895001296
Warrior1,248.0982705270601,203.2908997595063,243.51199138213985,191.13798655909625,244.1866387964779,191.5271173374287,246.44701312686402,197.42435439493647,239.03488222494167,198.62539837469203,223.41395018011704,225.0893303962169,228.0950110977616,227.8659393183918,229.77490247037895,248.4516444542596,232.36356236627984,250.546055710662,237.71550348685489,217.83665700572163,248.1021801960419,229.9769231392635,195.62986381815682,314.22484465159823,215.30309653381096,311.0387335179753,165.1173825085905,348.77948048698465,284.21207285520944,349.4396288859894,160.9746054495024,408.5790863670255,169.63985648887288,408.1290154041591
Warrior1,233.86270673443173,163.96594542190743,240.07569309092162,160.18982250166138,238.8655793122731,161.46185783924406,235.86733806182733,172.81685033774474,224.68331048102797,171.85385296453583,227.08756696139136,198.2284166011573,222.8972249011281,209.55342969459124,222.90002656675475,187.79824284597058,215.3974509338126,160.389468877642,220.6295852344561,191.51942462841998,178.28462529479222,99.33522331269451,209.15173099248742,310.14289697670836,201.7525637298204,308.88635785747863,127.24555874266565,354.4751559055693,147.53036182451055,348.37391960175705,140.92188158470566,428.3921491061009,128.2537784813845,426.6441313557605
Warrior1,226.60525310088985,193.8284086488589,209.59130758071842,173.80517350192883,215.5301422499028,176.9756459596246,209.4047198157093,196.55751588433608,214.1405635849569,202.69829207930823,219.5306675068076,246.80817473478837,226.96058977688992,250.61807592874743,215.8800655380819,246.1777049970825,205.99132553670415,161.6814007897595,189.1229400001621,98.7754521033576,215.455288708952,166.5083224348013,203.6806636826132,330.9835536845987,198.94276219284882,331.4533154499481,155.57620733110736,381.1538506345631,278.7932716464601,357.0790587619133,286.49845360720315,441.1811037182313,281.76484167328516,441.34613290367287
Warrior1,285.4898856388583,146.37188100221246,287.4743196479513,134.27724877828385,280.2215829429785,135.85050274227666,278.31765329194764,153.52556220723386,267.21181909078393,155.73748513376069,285.91697344641466,194.49642387168538,274.3986454247439,196.7820765071885,285.7258903535076,145.7438013860299,281.1259985959382,151.0329503736061,266.48123333562955,80.86464909597058,264.11366759494143,82.7440839585427,274.3701539098969,281.1181792579746,259.148577931511,284.0591367349585,368.2215203882748,340.73059588547073,364.9961859358792,341.55669152983984,359.51293058909823,412.69503391629934,360.95365152319437,422.2758439566585
Warrior1,239.2898179683448,133.54200940903792,238.08962873403462,121.17887631491509,242.1805037502432,237.587180869708,243.13485869728183,228.86735275078613,245.1228541457307,232.00518659536283,219.5472084140382,255.49678881633326,246.2154720828741,221.2870744254085,231.9596318288463,142.0766110242155,258.49175354257164,187.05776420371663,238.25831433054816,107.30333446961716,237.93031368018188,107.17657888578677,246.37288770240372,272.7739326192136,270.19294960370206,272.10618648291626,203.4621179351174,334.42795622892896,317.3181367612973,314.55110415383496,132.2420682155245,403.26966091804985,333.16059033405736,419.1657418531996
Warrior1,430.81649210443146,338.1858604082923,269.31753198140893,122.10213593922217,269.972013734683,121.99479415703614,430.5118861534784,328.41001012018614,159.06977356716806,496.6234389182444,430.50637779394134,351.0359451483889,256.2810810769742,144.3829200079827,425.16393384498184,394.013685804185,444.3102951366377,380.41012712534035,428.0419250741539,418.73792592915277,329.9123993553067,466.837079693173,264.60551028429717,294.22918295959215,258.78515283101825,299.7858197857236,328.5505049456205,360.7690265069859,226.6986261264912,362.4539513805595,327.81754489756224,457.05822196738853,329.9800825316877,458.20285274774704
Warrior1,252.28294594159263,171.35798980586262,254.06326990404563,157.5605780257229,242.5896577320653,159.82245607494815,236.98191029402236,183.29620361328128,241.87391922187012,186.23350467919315,242.7852519814899,235.6012589703952,226.13835631564444,233.88659212104514,229.63872885802968,301.7665815551252,230.95334318168926,304.9151472036275,120.40018738552745,376.85109371960914,253.6393636489805,97.2575349926454,229.458013510803,293.5978109905829,224.6140286140917,296.3222329547297,289.3817949097186,329.9946765187371,288.71531506297015,329.99888693148665,327.1024711893802,417.01757660545263,325.3700288004896,417.7360059809389
