Pose,nose_x,nose_y,leftEye_x,leftEye_y,rightEye_x,rightEye_y,leftEar_x,leftEar_y,rightEar_x,rightEar_y,leftShoulder_x,leftShoulder_y,rightShoulder_x,rightShoulder_y,leftElbow_x,leftElbow_y,rightElbow_x,rightElbow_y,leftWrist_x,leftWrist_y,rightWrist_x,rightWrist_y,leftHip_x,leftHip_y,rightHip_x,rightHip_y,leftKnee_x,leftKnee_y,rightKnee_x,rightKnee_y,leftAnkle_x,leftAnkle_y,rightAnkle_x,rightAnkle_y
Child,279.62313450223684,239.82121637747989,279.0675499627205,226.79766579782319,293.96342044054717,227.07427092112945,263.4601672160676,222.4078198191536,263.96332736826537,195.44261125113465,136.01021351161341,155.85355639952346,226.1371691691925,167.16247178706888,332.9686841529435,309.80644384360414,321.4310452156542,322.1555527809745,80.88156989006582,304.1460029317136,78.97312116820783,299.69274750389013,117.92024636169687,161.1124727241231,103.75655241527004,184.499368628031,176.82017726027618,325.73760099925437,194.34351940867316,310.06834417952547,288.3534728244133,304.21875126628964,92.94542336365,316.79591895139066
Child,348.99050764028465,237.22491125842842,323.5860167697258,262.4573133793115,348.3226348750325,234.29042768676254,348.52220210791626,231.7759248725606,322.3540436677418,227.2512982000454,258.71101157793856,222.90961871008656,273.1264043151096,209.70752130405538,223.04827741567527,323.73069035067107,346.9120832894354,311.7401629562695,351.3193724066391,302.74817755608143,357.7227770540229,304.7194104966286,167.59362754980066,187.7379832920692,109.55953004449236,172.2909602881467,221.168723838458,334.05819968069244,219.4382600269872,335.18168342558675,79.49480871936593,294.03208499132853,83.06284860951278,297.2918308622115
Child,229.155829338612,250.83855276780503,240.32505716031025,236.1543584166721,221.9582237148681,238.02488968085453,256.6525787733403,225.73735407279239,219.1240302754636,235.18737223138456,289.61083503184966,221.00342556648727,243.5748468296162,231.71860944186008,214.32408059781025,305.10708504198004,209.9564105148632,292.1467381394256,125.46797313136184,321.3109376519548,159.41187751738363,312.64340729139656,363.3041381835938,227.69978630097577,364.0592582987552,227.51210636123088,263.82481112025096,302.3585086046908,253.52205775090766,302.56355253987294,393.0241438363104,309.8360433618063,381.86186477851084,316.2583157234667
Child,336.54082365550437,223.53894878719854,310.71038463798305,213.3491484456043,336.64427951163776,211.2899083814186,318.2386026342875,205.5141084916364,322.77169761816003,202.50244457197388,275.8535171445475,203.34601501211586,262.8164805811965,206.6585809858014,336.71778761994295,284.7489796238816,342.8293758408163,303.658354826488,422.31842294273537,254.66091108520004,434.6871910253502,261.6981253089747,93.64318847656251,218.04113111060687,74.49231602838921,211.9174023386849,223.53040133274445,342.252612608597,226.8046620475801,341.3610497945573,52.00543146410424,307.1632860112487,53.37009983933319,312.69136800805563
Child,316.36107512034823,337.22047291356006,329.04100220233084,326.4538776825078,328.22259926697035,336.5746969009336,331.75934597664354,320.22477779151,320.90366727583637,313.1951929622666,286.42516709956885,305.27499503614496,289.12401001483084,299.38101867422523,288.8146238208312,335.4238296445475,281.4993007549112,334.34444443318864,351.1739390519645,376.16881691073985,331.53372483629414,375.5609979273373,182.19674771257456,322.8800920035335,168.02536897144873,312.9169258339277,147.54080871328776,277.00457434436595,151.13485502504216,278.2115698850007,160.782762582866,346.40683375948197,154.64749474743098,355.2009297604383
Child,151.81295307840057,337.35140725290137,142.2433338719285,296.71484602932117,145.40446744420225,325.96873049914103,132.82896176413382,291.45534404580525,136.7561055416883,300.7206263878534,210.3539462900756,281.3532025982236,201.43920455236162,288.3732585986125,227.7581939064121,323.52900208279306,221.4759415116053,335.9614645297102,397.14531482997285,356.9486625956302,398.5268683849034,365.55958981335914,387.3724719795449,219.73670864500943,372.37817914654113,221.36685066698,268.82475540351084,340.7349012699365,309.61719687054267,348.11281069680365,392.1789905342324,355.43965699761736,397.45859486433477,354.68912718207014
Child,206.9900164465687,315.4175627775707,206.7702993812403,303.66832685668436,206.4096284605161,307.42531297612487,209.7476626827509,290.68794092202086,201.63991144583932,297.6872297738103,262.54487730160787,269.0421456617933,213.6313094143056,299.774739752172,203.31923298815968,388.8946786461035,197.0134117791267,378.7398595532936,119.33935331605778,385.80949078951636,99.22331497382326,377.2467142318789,383.3808107494813,291.6207531181114,412.3210986125519,277.75320472558997,209.81832163957142,372.8760208826343,195.58863026472545,372.4173391508364,188.52170572241315,390.15970190530993,191.95262228304915,386.70985431592004
Child,286.25364818019,345.1594752394807,280.6591492965509,341.92138291988135,291.1780582918666,333.7151618419347,268.05735227972644,330.73108720581564,272.2387353414323,328.02208231692487,167.02585497337753,296.10370303585324,181.13691084612452,287.4381670813343,170.02341559319083,318.180669887432,312.71349641792017,425.60881302069834,317.6658598713855,419.8894896447907,316.08204821827997,422.12268623573647,77.88926437187988,325.2482750603767,81.85167431336716,318.0492606895099,66.26784059516622,412.0943061543698,57.0600280128574,422.5849452355096,315.8020399418115,417.4538133549987,320.3345017809096,421.4822602964536
Child,214.1371287745559,285.69337836934324,225.18142130365018,274.74747653818724,217.11032914917504,279.14612322922073,227.58224297361255,273.18664804039156,219.40482998290005,273.6495718421778,209.45043286841937,316.74865469398344,312.34965977332405,223.11268406784882,183.46928956597677,407.674765685782,313.5360147943141,398.82669409280993,123.1221242564348,379.0227486384855,121.17564727656575,371.2012263254506,202.93749417506808,391.35852987835517,356.03889686932706,298.49835154426546,299.34717708603483,416.36974287230936,319.52192377747343,416.6876448635245,123.39169355843572,384.1643590650124,123.43344154199623,378.6861688764264
Child,381.04966666193917,329.59247130081366,379.84593181689246,319.1491597915586,397.5007306490697,313.800542681049,395.1634133999773,295.8841917425765,396.16716946803683,271.70740024677445,337.1265458862811,238.91311265620948,344.909446368079,233.7711065141986,329.19913010973164,245.46777559019225,293.8774393801868,299.7028778202801,134.77200393360187,356.53024887148285,131.91071189785401,348.34773906533655,108.82676785417613,240.8530840735218,107.81846897236044,253.0733163920676,336.88984471238007,231.41759658750163,333.08980474828195,232.08873004834192,137.8852559323133,353.37775772537935,121.93308628446334,342.604071272854
